"","LabCode","SampleID","CombineGroup","Region","SiteID","Site_Name_JP","Site_Address_JP","Context_JP","MaterialType_JP","MaterialType_En","PotteryPhase_JP","Phase","Phase_Details","PhaseAnalysis","CRA","Error","Delta13C","Delta13CError","Source"
"163","PLD-5027","ISKM-37",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞C1-1式,中屋式","B3","","B3",2900,20,"-23.94","0.24","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"164","PLD-5028","ISKM-38 ",15,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞B-C1式","B2","","B2",2885,20,"-24.74","0.23","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"165","PLD-5029","ISKM-38 ",15,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞B-C1式","B2","","B2",2940,25,"-24.56","0.13","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"166","PLD-5031","ISKM-39 ",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞B-C1式,御経塚3式","B2","","B2",2910,25,"-24.63","0.13","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"167","PLD-5033","ISKM-40 ",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","X5区,SD40溝,砂層,01115","土器付着物","Ceramic Organic Residue","大洞B2式","B1","","B1",2885,25,"-25.65","0.16","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"168","PLD-5035","ISKM-41 ",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞B1,御経塚1or2","B1","","B1",2960,20,"-25.11","0.16","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"169","PLD-5037","ISKM-43",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","西区3","土器付着物","Ceramic Organic Residue","大洞B-C1式","B2","","B2",2995,25,"-24.62","0.17","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"170","PLD-5038","ISKM-44 a",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞B2式","B1","","B1",3085,25,"-25.09","0.13","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"171","PLD-5039","ISKM-45",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞C1-2式,中屋式","B3","","B3",2865,25,"-24.93","0.16","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"172","PLD-5041","ISKM-46 ",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞B-C2式,御経塚式","B2","","B2",2895,25,"-25.14","0.11","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"173","PLD-5043","ISKM-48",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞C2-1式,下野式","B4","","B4",2870,25,"-26.8","0.14","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"174","PLD-5044","ISKM-49",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞C2-1式,下野式","B4","","B4",2910,25,"-25.22","0.14","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"175","PLD-5046","ISKM-55",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","46区","土器付着物","Ceramic Organic Residue","大洞C1-1式","B3","","B3",2940,25,"-25.26","0.16","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"176","PLD-5047","ISKM-56",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞B2式","B1","","B1",3025,25,"-24.07","0.11","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"177","PLD-5049","ISKM-60",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","大洞C1-2式,中屋式","B3","","B3",2875,25,"-24.8","0.11","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"178","PLD-5052","ISKM-63 b",NA,"Hokuriku",53,"中屋サワ遺跡","石川県金沢市中屋町・福増町（石川県鉄工団地北端）","","土器付着物","Ceramic Organic Residue","御経塚1式（大洞B1式）","B1","","B1",3000,25,"-24.72","0.11","小林謙一・坂本稔・永嶋正春・今村峯雄・山本直人2009「金沢市中屋サワ遺跡試料の14C年代測定」『石川県金沢市中屋サワ遺跡Ⅳ―縄文時代―』金沢市文化財紀要255"
"179","PLD-4999","ISMI-228",NA,"Hokuriku",67,"乾A遺跡","石川県松任市","配石集中付近","土器付着物","Ceramic Organic Residue","長竹式","B5","","B5",2560,25,"-24.07","0.14",""
"180","PLD-5000","ISMI-40",NA,"Hokuriku",67,"乾A遺跡","石川県松任市","PNo1842,2425配石付近","土器付着物","Ceramic Organic Residue","長竹式","B5","","B5",2580,25,"-27.03","0.2",""
"181","NUTA2-12246","ISNI-108",NA,"Hokuriku",251,"御経塚遺跡","石川県野々市町","第27次デト地区1995年2区L1グリッド,SB04-P4","土器付着物","Ceramic Organic Residue","長竹式（下野式後半）","B5","","B5",2544,42,"","","工藤雄一郎・小林謙一・山本直人・吉田淳・中村俊夫2008「石川県御経塚遺跡から出土した縄文時代後・晩期土器の年代学的研究」『第四紀研究』第47巻第6号"
"182","NUTA2-12247","ISNI-111",16,"Hokuriku",251,"御経塚遺跡","石川県野々市町","","土器付着物","Ceramic Organic Residue","長竹式（大洞A1式？）","B5","","B5",2560,77,"","","工藤雄一郎・小林謙一・山本直人・吉田淳・中村俊夫2008「石川県御経塚遺跡から出土した縄文時代後・晩期土器の年代学的研究」『第四紀研究』第47巻第6号"
"183","NUTA2-12248","ISNI-111",16,"Hokuriku",251,"御経塚遺跡","石川県野々市町","","土器付着物","Ceramic Organic Residue","長竹式（大洞A1式？）","B5","","B5",2592,53,"","","工藤雄一郎・小林謙一・山本直人・吉田淳・中村俊夫2008「石川県御経塚遺跡から出土した縄文時代後・晩期土器の年代学的研究」『第四紀研究』第47巻第6号"
"184","NUTA2-12251","ISNI-112",NA,"Hokuriku",251,"御経塚遺跡","石川県野々市町","第24次ブナラシ地区1992年3区O17グリッド,SB27-P4","土器付着物","Ceramic Organic Residue","大洞C1-2式～中屋式","B3","","B3",2769,43,"","","工藤雄一郎・小林謙一・山本直人・吉田淳・中村俊夫2008「石川県御経塚遺跡から出土した縄文時代後・晩期土器の年代学的研究」『第四紀研究』第47巻第6号"
"185","NUTA2-12253","ISNI-116",NA,"Hokuriku",251,"御経塚遺跡","石川県野々市町","第24次ブナラシ地区1992年4区Q14グリッド,PQ14-12","土器付着物","Ceramic Organic Residue","中屋式（大洞C1-2式）","B3","","B3",2841,44,"","","工藤雄一郎・小林謙一・山本直人・吉田淳・中村俊夫2008「石川県御経塚遺跡から出土した縄文時代後・晩期土器の年代学的研究」『第四紀研究』第47巻第6号"
"186","NUTA2-12261","ISNI-129",NA,"Hokuriku",251,"御経塚遺跡","石川県野々市町","第24次ブナラシ地区1992年4区R15グリッド,灰褐色粘質土","土器付着物","Ceramic Organic Residue","下野式（大洞C2-2)式","B4","","B4",2803,44,"","","工藤雄一郎・小林謙一・山本直人・吉田淳・中村俊夫2008「石川県御経塚遺跡から出土した縄文時代後・晩期土器の年代学的研究」『第四紀研究』第47巻第6号"
"187","NUTA2-12262","ISNI-141",NA,"Hokuriku",251,"御経塚遺跡","石川県野々市町","第24次ブナラシ地区1992年5区E20グリッド,黒褐色粘質土","土器付着物","Ceramic Organic Residue","下野式（大洞C2-1)式","B4","","B4",2797,44,"","","工藤雄一郎・小林謙一・山本直人・吉田淳・中村俊夫2008「石川県御経塚遺跡から出土した縄文時代後・晩期土器の年代学的研究」『第四紀研究』第47巻第6号"
"188","NUTA2-12263","ISNI-151 (a)",NA,"Hokuriku",251,"御経塚遺跡","石川県野々市町","第24次ブナラシ地区1992年5区E20グリッド,12号埋設土器(A)","土器付着物","Ceramic Organic Residue","中屋式（大洞C1-1)式","B3","","B3",2880,42,"","","工藤雄一郎・小林謙一・山本直人・吉田淳・中村俊夫2008「石川県御経塚遺跡から出土した縄文時代後・晩期土器の年代学的研究」『第四紀研究』第47巻第6号"
"189","NUTA2-12264","ISNI-152",17,"Hokuriku",251,"御経塚遺跡","石川県野々市町","第24次ブナラシ地区1992年5区E20グリッド,12号埋設土器(B)","土器付着物","Ceramic Organic Residue","中屋式（大洞C1-1)式","B3","","B3",2928,42,"","","工藤雄一郎・小林謙一・山本直人・吉田淳・中村俊夫2008「石川県御経塚遺跡から出土した縄文時代後・晩期土器の年代学的研究」『第四紀研究』第47巻第6号"
"190","NUTA2-12265","ISNI-152",17,"Hokuriku",251,"御経塚遺跡","石川県野々市町","第24次ブナラシ地区1992年5区E20グリッド,12号埋設土器(B)","土器付着物","Ceramic Organic Residue","中屋式（大洞C1-1)式","B3","","B3",2965,43,"","","工藤雄一郎・小林謙一・山本直人・吉田淳・中村俊夫2008「石川県御経塚遺跡から出土した縄文時代後・晩期土器の年代学的研究」『第四紀研究』第47巻第6号"
"191","NUTA2-12267","ISNI-154",NA,"Hokuriku",251,"御経塚遺跡","石川県野々市町","第24次ブナラシ地区1992年5区E20グリッド,13号埋設土器","土器付着物","Ceramic Organic Residue","中屋式（大洞B-C2?)式","B2","","B2",2959,43,"","","工藤雄一郎・小林謙一・山本直人・吉田淳・中村俊夫2008「石川県御経塚遺跡から出土した縄文時代後・晩期土器の年代学的研究」『第四紀研究』第47巻第6号"
"192","NUTA-5530","17OKD07",NA,"Hokuriku",249,"御経塚","石川県野々市御経塚（旧野々市町）","","土器付着物","Ceramic Organic Residue","御経塚式","B1","","B1",2790,117,"","","小田寛貴・山本直人2001「縄文土器のAMS14C年代と較正年代－石川県の縄文前期～晩期を中心に－」『考古学と自然科学』42"
"193","PLD-4888","ISYZ-15",NA,"Hokuriku",94,"八日市地方遺跡","石川県小松市","","土器付着物","Ceramic Organic Residue","柴山出村Ⅰ式（氷Ⅰ式)Ⅰ期","B5","","B5",2515,25,"","","小林謙一・福海貴子・坂本稔・工藤雄一郎・山本直人2009「北陸地方石川県における縄文晩期から弥生移行期の炭素14年代測定研究」『研究報告』150集"
"194","PLD-4909","ISYZ-478",NA,"Hokuriku",94,"八日市地方遺跡","石川県小松市","粗砂層(47層)","土器付着物","Ceramic Organic Residue","大洞A1式","B5","","B5",2640,25,"-26.34","0.13","小林謙一・福海貴子・坂本稔・工藤雄一郎・山本直人2009「北陸地方石川県における縄文晩期から弥生移行期の炭素14年代測定研究」『研究報告』150集"
"195","IAAA-31115","NGM-1164",NA,"Hokuriku",502,"青田遺跡","新潟県北蒲新発田市（旧加治川村）金塚985-1他","S1層","土器付着物","Ceramic Organic Residue","大洞A'式","B6","","B6",2540,40,"-33.34","0.83","小林謙一・今村峯雄・坂本稔2004「青田遺跡出土土器付着試料の14C年代測定」『青田遺跡　関連諸科学・写真図版編』日本海沿岸東北自動車道関係発掘調査報告書V　新潟県埋蔵文化財調査報告書第133集、財団法人新潟県埋蔵文化財調査事業団"
"196","MTC-3781","NGM-2035",NA,"Hokuriku",502,"青田遺跡","新潟県北蒲新発田市（旧加治川村）金塚985-1他","S4～S1層","土器付着物","Ceramic Organic Residue","氷Ⅰ式(古)併行","B5","","B5",2560,60,"-27.9","","小林謙一・今村峯雄・坂本稔2004「青田遺跡出土土器付着試料の14C年代測定」『青田遺跡　関連諸科学・写真図版編』日本海沿岸東北自動車道関係発掘調査報告書V　新潟県埋蔵文化財調査報告書第133集、財団法人新潟県埋蔵文化財調査事業団"
"197","IAAA-31111","NGM-261",NA,"Hokuriku",502,"青田遺跡","新潟県北蒲新発田市（旧加治川村）金塚985-1他","S1層","土器付着物","Ceramic Organic Residue","鳥屋2b式（荒海式？）","B6","","B6",2550,40,"-34.03","0.89","小林謙一・今村峯雄・坂本稔2004「青田遺跡出土土器付着試料の14C年代測定」『青田遺跡　関連諸科学・写真図版編』日本海沿岸東北自動車道関係発掘調査報告書V　新潟県埋蔵文化財調査報告書第133集、財団法人新潟県埋蔵文化財調査事業団"
